ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,sample_comments,quality_log
U10846,S10846DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10847,S10847DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10848,S10848DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10849,S10849DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10850,S10850DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10861,S10861DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10881,S10881FC1,finclip,CHILKO,3,0.9941,CHILKO_SOUTH,2,0.0039,THOMPSON_N,2,0.0015,CHILKO-NORTH,3,5.00E-04,0,0,0,PBS,Technicianmr,,
U10882,S10882FC1,finclip,STELLAKO,3,0.6547,CHILKO,3,0.1777,HUDSON_BAY,1,0.0717,BLACKWATER,1,0.0391,FELIX,1,0.031,PBS,Technicianmr,,
U10883,S10883FC1,finclip,CHILKO,3,0.9921,QUESNEL_HORSEF,3,0.0073,WASKO_CR,3,1.00E-04,BLACKWATER,1,1.00E-04,ROARING,3,1.00E-04,PBS,Technicianmr,,
U10911,S10911DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10912,S10912DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10913,S10913DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10914,S10914DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10915,S10915DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10916,S10916DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10917,S10917DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10918,S10918DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10921,S10921DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10922,S10922DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10923,S10923DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10924,S10924DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10925,S10925DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10926,S10926DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10927,S10927DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10928,S10928DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10929,S10929DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10930,S10930DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10941,S10941DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10942,S10942DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U10961,S10961FC1,finclip,CHILKO,3,0.6885,THOMPSON_N,2,0.307,CHILKO_SOUTH,2,0.0027,WEAVER,4,0.0011,RAFT,2,3.00E-04,PBS,Technicianmr,,
U10962,S10962FC1,finclip,QUESNEL_HORSEF,3,0.7522,U_HORSEFLY,3,0.1377,L_HORSEFLY,3,0.062,HORSEFLY,3,0.0422,THOMPSON_N,2,0.003,PBS,Technicianmr,,
U10963,S10963FC1,finclip,QUESNEL_HORSEF,3,0.7402,U_HORSEFLY,3,0.1312,L_HORSEFLY,3,0.0679,HORSEFLY,3,0.0337,CHILKO,3,0.0138,PBS,Technicianmr,,
U10964,S10964FC1,finclip,CHILKO,3,0.9994,CHILKO-NORTH,3,6.00E-04,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U10965,S10965FC1,finclip,CHILKO,3,0.9701,QUESNEL_HORSEF,3,0.0123,THOMPSON_N,2,0.0056,WASKO_CR,3,0.0045,U_HORSEFLY,3,0.0034,PBS,Technicianmr,,
U10966,S10966FC1,finclip,CHILKO,3,0.9934,CHILKO_SOUTH,2,0.0064,HUDSON_BAY,1,1.00E-04,BLACKWATER,1,1.00E-04,0,0,0,PBS,Technicianmr,,
U10967,S10967FC1,finclip,CHILKO,3,0.991,CHILKO_SOUTH,2,0.0055,STELLAKO,3,0.0018,FELIX,1,0.0013,DUST,1,3.00E-04,PBS,Technicianmr,,
U10968,S10968FC1,finclip,CHILKO,3,0.9062,CHILKO_SOUTH,2,0.093,WEAVER,4,7.00E-04,FIVEMILE,1,1.00E-04,0,0,0,PBS,Technicianmr,,
U10969,S10969FC1,finclip,CHILKO,3,0.951,QUESNEL_HORSEF,3,0.0384,THOMPSON_N,2,0.0061,HORSEFLY,3,0.0023,L_HORSEFLY,3,0.0015,PBS,Technicianmr,,
U10970,S10970FC1,finclip,CHILKO,3,0.9722,CHILKO_SOUTH,2,0.0176,STELLAKO,3,0.0055,PORTAGE_CR,4,0.0022,THOMPSON_N,2,8.00E-04,PBS,Technicianmr,,
U10971,S10971FC1,finclip,CHILKO,3,0.9912,STELLAKO,3,0.0078,CHILKO_SOUTH,2,8.00E-04,HORSEFLY,3,2.00E-04,0,0,0,PBS,Technicianmr,,
U10972,S10972FC1,finclip,CHILKO,3,0.9928,QUESNEL_HORSEF,3,0.0028,PINCHI_CR,3,0.0012,HORSEFLY,3,0.001,STELLAKO,3,8.00E-04,PBS,Technicianmr,,
U10973,S10973FC1,finclip,SEYMOUR,2,0.92,SCOTCH,2,0.0699,THOMPSON_N,2,0.0089,DUST,1,6.00E-04,L_ADAMS,4,3.00E-04,PBS,Technicianmr,,
U10974,S10974FC1,finclip,CHILKO,3,0.9987,FELIX,1,0.0012,MIDDLE,3,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U10975,S10975FC1,finclip,CHILKO,3,0.7065,FELIX,1,0.0937,BLACKWATER,1,0.065,HUDSON_BAY,1,0.039,THOMPSON_N,2,0.0342,PBS,Technicianmr,,
U10976,S10976FC1,finclip,CHILKO,3,0.9737,QUESNEL_HORSEF,3,0.0168,U_HORSEFLY,3,0.003,THOMPSON_N,2,0.0017,HORSEFLY,3,0.001,PBS,Technicianmr,,
U10977,S10977FC1,finclip,BIRKENHEAD,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U10978,S10978FC1,finclip,CHILKO,3,0.7457,THOMPSON_N,2,0.1926,STELLAKO,3,0.0532,CHILKO_SOUTH,2,0.007,FELIX,1,6.00E-04,PBS,Technicianmr,,
U10979,S10979FC1,finclip,CHILKO,3,0.9994,CHILKO-NORTH,3,6.00E-04,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U10980,S10980FC1,finclip,STELLAKO,3,0.8461,CHILKO,3,0.1103,HORSEFLY,3,0.0362,QUESNEL_HORSEF,3,0.0019,U_HORSEFLY,3,0.0017,PBS,Technicianmr,,
U10981,S10981FC1,finclip,THOMPSON_N,2,0.9992,RAFT,2,8.00E-04,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U10982,S10982FC1,finclip,CHILKO,3,0.9969,CHILKO_SOUTH,2,0.0031,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U10983,S10983FC1,finclip,CHILKO,3,0.7757,THOMPSON_N,2,0.1497,QUESNEL_HORSEF,3,0.0446,PORTAGE_CR,4,0.0076,WASKO_CR,3,0.0057,PBS,Technicianmr,,
U10984,S10984FC1,finclip,CHILKO,3,0.9756,STELLAKO,3,0.0146,CHILKO_SOUTH,2,0.0043,QUESNEL_HORSEF,3,0.0024,WASKO_CR,3,0.0012,PBS,Technicianmr,,
U10985,S10985FC1,finclip,THOMPSON_N,2,0.9836,SEYMOUR,2,0.0118,CHILKO,3,0.0043,CHILKO_SOUTH,2,2.00E-04,RAFT,2,1.00E-04,PBS,Technicianmr,,
U10986,S10986FC1,finclip,CHILKO,3,0.9891,QUESNEL_HORSEF,3,0.0072,CHILKO_SOUTH,2,9.00E-04,U_HORSEFLY,3,9.00E-04,L_HORSEFLY,3,7.00E-04,PBS,Technicianmr,,
U10987,S10987FC1,finclip,CHILKO,3,0.9799,THOMPSON_N,2,0.0054,CHILKO-NORTH,3,0.0052,QUESNEL_HORSEF,3,0.0037,WASKO_CR,3,0.002,PBS,Technicianmr,,
U10988,S10988FC1,finclip,CHILKO,3,0.9993,CHILKO_SOUTH,2,6.00E-04,WASKO_CR,3,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U10989,S10989FC1,finclip,CHILKO,3,0.9967,FENNELL,2,0.0014,QUESNEL_HORSEF,3,6.00E-04,BIRKENHEAD,3,6.00E-04,BLACKWATER,1,2.00E-04,PBS,Technicianmr,,
U10990,S10990FC1,finclip,SEYMOUR,2,0.9884,SCOTCH,2,0.0091,CHILKO,3,0.0023,EAGLE,2,1.00E-04,STELLAKO,3,1.00E-04,PBS,Technicianmr,,
U11001,S11001DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11002,S11002DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11003,S11003DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11004,S11004DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11005,S11005DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11006,S11006DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11007,S11007DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11008,S11008DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11009,S11009DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11010,S11010DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11021,S11021DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11022,S11022DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11023,S11023DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11041,S11041FC1,finclip,QUESNEL_HORSEF,3,0.5348,THOMPSON_N,2,0.2418,U_HORSEFLY,3,0.0712,PORTAGE_CR,4,0.051,HORSEFLY,3,0.0296,PBS,Technicianmr,,
U11042,S11042FC1,finclip,SEYMOUR,2,0.9917,SCOTCH,2,0.0083,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U11043,S11043FC1,finclip,CHILKO,3,0.9992,QUESNEL_HORSEF,3,7.00E-04,L_ADAMS,4,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11044,S11044FC1,finclip,HUDSON_BAY,1,0.3501,FELIX,1,0.225,BLACKWATER,1,0.1577,STELLAKO,3,0.1501,FORFAR,1,0.0249,PBS,Technicianmr,,
U11045,S11045FC1,finclip,CHILKO,3,0.987,CHILKO_SOUTH,2,0.013,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U11046,S11046FC1,finclip,CHILKO,3,0.9974,CHILKO_SOUTH,2,0.0024,L_ADAMS,4,1.00E-04,PORTAGE_CR,4,1.00E-04,0,0,0,PBS,Technicianmr,,
U11047,S11047FC1,finclip,SEYMOUR,2,0.9898,SCOTCH,2,0.009,EAGLE,2,0.0012,0,0,0,0,0,0,PBS,Technicianmr,,
U11048,S11048FC1,finclip,SEYMOUR,2,0.9876,SCOTCH,2,0.0066,CHILKO,3,0.0026,GATES_CR,2,0.0013,PORTAGE_CR,4,7.00E-04,PBS,Technicianmr,,
U11049,S11049FC1,finclip,CHILKO,3,0.9926,BLACKWATER,1,0.0035,FELIX,1,0.001,STELLAKO,3,0.001,SEYMOUR,2,6.00E-04,PBS,Technicianmr,,
U11050,S11050FC1,finclip,SEYMOUR,2,0.9229,SCOTCH,2,0.0535,STELLAKO,3,0.0212,PORTAGE_CR,4,0.0013,THOMPSON_N,2,0.0011,PBS,Technicianmr,,
U11051,S11051FC1,finclip,STELLAKO,3,0.7967,CHILKO,3,0.2029,NADINA,2,2.00E-04,PINCHI_CR,3,1.00E-04,CHILKO_SOUTH,2,1.00E-04,PBS,Technicianmr,,
U11052,S11052FC1,finclip,CHILKO,3,0.9949,HUDSON_BAY,1,0.0024,BLACKWATER,1,0.0015,CHILKO_SOUTH,2,6.00E-04,SANDPOINT,1,3.00E-04,PBS,Technicianmr,,
U11053,S11053FC1,finclip,CHILKO,3,0.9715,CHILKO_SOUTH,2,0.0221,HUDSON_BAY,1,0.0014,STELLAKO,3,0.0012,BIRKENHEAD,3,9.00E-04,PBS,Technicianmr,,
U11054,S11054FC1,finclip,CHILKO,3,0.9937,CHILKO_SOUTH,2,0.0053,THOMPSON_N,2,6.00E-04,CHILKO-NORTH,3,2.00E-04,FELIX,1,1.00E-04,PBS,Technicianmr,,
U11055,S11055FC1,finclip,CHILKO,3,0.8502,HUDSON_BAY,1,0.0744,BLACKWATER,1,0.0337,FIVEMILE,1,0.0231,GLUSKIE,1,0.0047,PBS,Technicianmr,,
U11056,S11056FC1,finclip,CHILKO,3,0.8479,HUDSON_BAY,1,0.077,BLACKWATER,1,0.0218,STELLAKO,3,0.0172,FELIX,1,0.0112,PBS,Technicianmr,,
U11057,S11057FC1,finclip,STELLAKO,3,0.9658,PORTAGE_CR,4,0.0149,NADINA,2,0.0061,PINCHI_CR,3,0.0031,HUDSON_BAY,1,0.0025,PBS,Technicianmr,,
U11058,S11058FC1,finclip,STELLAKO,3,0.9863,FELIX,1,0.009,PINCHI_CR,3,0.0024,BLACKWATER,1,8.00E-04,HUDSON_BAY,1,7.00E-04,PBS,Technicianmr,,
U11059,S11059FC1,finclip,CHILKO,3,0.9575,STELLAKO,3,0.0243,WEAVER,4,0.0156,THOMPSON_N,2,0.0016,NADINA,2,8.00E-04,PBS,Technicianmr,,
U11060,S11060FC1,finclip,SEYMOUR,2,0.9907,SCOTCH,2,0.0068,BIG_SILVER,4,7.00E-04,LAKEWASHINGTON,5,4.00E-04,HARRISON,4,4.00E-04,PBS,Technicianmr,,
U11061,S11061FC1,finclip,CHILKO,3,0.9297,THOMPSON_N,2,0.0276,CHILKO_SOUTH,2,0.0176,QUESNEL_HORSEF,3,0.0095,PORTAGE_CR,4,0.0091,PBS,Technicianmr,,
U11062,S11062FC1,finclip,CHILKO,3,0.9997,BLACKWATER,1,2.00E-04,FIVEMILE,1,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11063,S11063FC1,finclip,PITT,2,0.9342,SEYMOUR,2,0.0356,LITTLE,4,0.0128,STELLAKO,3,0.005,WEAVER,4,0.0024,PBS,Technicianmr,,
U11064,S11064FC1,finclip,BIRKENHEAD,3,0.7626,WEAVER,4,0.214,CHILKO,3,0.0115,THOMPSON_N,2,0.008,NAHATLATCH,2,0.0023,PBS,Technicianmr,,
U11065,S11065FC1,finclip,THOMPSON_N,2,0.9897,CHILKO,3,0.0044,BLACKWATER,1,0.0037,NAHATLATCH,2,0.0012,HUDSON_BAY,1,6.00E-04,PBS,Technicianmr,,
U11066,S11066FC1,finclip,CHILKO,3,0.9993,PORTAGE_CR,4,6.00E-04,L_HORSEFLY,3,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11067,S11067FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U11068,S11068FC1,finclip,CHILKO,3,0.976,QUESNEL_HORSEF,3,0.0218,CHILKO-NORTH,3,8.00E-04,LITTLE,4,7.00E-04,WASKO_CR,3,5.00E-04,PBS,Technicianmr,,
U11069,S11069FC1,finclip,QUESNEL_HORSEF,3,0.7452,U_HORSEFLY,3,0.1269,L_HORSEFLY,3,0.0691,HORSEFLY,3,0.0384,CHILKO,3,0.0158,PBS,Technicianmr,,
U11070,S11070FC1,finclip,CHILKO,3,0.7292,STELLAKO,3,0.2026,THOMPSON_N,2,0.0306,WEAVER,4,0.017,CHILKO_SOUTH,2,0.0119,PBS,Technicianmr,,
U11081,S11081DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11082,S11082DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11083,S11083DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11084,S11084DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11085,S11085DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11086,S11086DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11087,S11087DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11088,S11088DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11089,S11089DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11090,S11090DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11121,S11121FC1,finclip,CHILKO,3,0.9591,CHILKO_SOUTH,2,0.0379,QUESNEL_HORSEF,3,0.0014,QUESNEL_MITCHE,3,7.00E-04,ROARING,3,5.00E-04,PBS,Technicianmr,,
U11122,S11122FC1,finclip,CHILKO,3,0.9597,CHILKO_SOUTH,2,0.0253,QUESNEL_HORSEF,3,0.0043,LITTLE,4,0.004,SEYMOUR,2,0.0031,PBS,Technicianmr,,
U11123,S11123FC1,finclip,CHILKO,3,0.9952,STELLAKO,3,0.0048,0,0,0,0,0,0,0,0,0,PBS,Technicianmr,,
U11124,S11124FC1,finclip,CHILKO,3,0.8724,THOMPSON_N,2,0.0913,SEYMOUR,2,0.0227,QUESNEL_HORSEF,3,0.0056,PORTAGE_CR,4,0.0017,PBS,Technicianmr,,
U11125,S11125FC1,finclip,CHILKO,3,0.9732,THOMPSON_N,2,0.0255,LITTLE,4,0.0013,0,0,0,0,0,0,PBS,Technicianmr,,
U11126,S11126FC1,finclip,CHILKO,3,0.9953,CHILKO_SOUTH,2,0.0039,STELLAKO,3,7.00E-04,QUESNEL_HORSEF,3,1.00E-04,0,0,0,PBS,Technicianmr,,
U11127,S11127FC1,finclip,CHILKO,3,0.9947,THOMPSON_N,2,0.0029,CHILKO_SOUTH,2,9.00E-04,PORTAGE_CR,4,6.00E-04,QUESNEL_HORSEF,3,5.00E-04,PBS,Technicianmr,,
U11128,S11128FC1,finclip,CHILKO,3,0.9996,CHILKO-NORTH,3,3.00E-04,CHILKO_SOUTH,2,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11129,S11129FC1,finclip,CHILKO,3,0.983,SEYMOUR,2,0.0151,STELLAKO,3,8.00E-04,CHILKO_SOUTH,2,5.00E-04,L_ADAMS,4,2.00E-04,PBS,Technicianmr,,
U11130,S11130FC1,finclip,CHILKO,3,0.9987,SEYMOUR,2,7.00E-04,CAYENNE,2,6.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11161,S11161DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11162,S11162DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11163,S11163DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11164,S11164DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11165,S11165DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11166,S11166DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11167,S11167DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11168,S11168DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11169,S11169DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11170,S11170DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11241,S11241DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11242,S11242DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11243,S11243DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11244,S11244DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11245,S11245DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11246,S11246DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11247,S11247DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11248,S11248DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11249,S11249DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11250,S11250DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11281,S11281FC1,finclip,CHILKO,3,0.9909,STELLAKO,3,0.0078,BLACKWATER,1,8.00E-04,FELIX,1,2.00E-04,GLUSKIE,1,1.00E-04,PBS,Technicianmr,,
U11282,S11282FC1,finclip,BAKER_LAKE,5,0.6234,LAKEWASHINGTON,5,0.3765,GREAT_CENTRAL,7,1.00E-04,0,0,0,0,0,0,PBS,Technicianmr,,
U11311,S11311DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11321,S11321DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11322,S11322DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11323,S11323DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11324,S11324DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11325,S11325DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11326,S11326DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11327,S11327DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11328,S11328DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11329,S11329DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11330,S11330DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11401,S11401DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11402,S11402DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11403,S11403DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11404,S11404DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11405,S11405DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11406,S11406DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11407,S11407DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11408,S11408DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11409,S11409DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U11410,S11410DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U12401,S12401FC1,finclip,CHILKO,3,0.9643,CHILKO-NORTH,3,0.0285,CHILKO_SOUTH,2,0.0029,PAULA,1,0.0013,FORFAR,1,0.001,PBS,Technicianmr,,
U12402,S12402FC1,finclip,CHILKO,3,0.4419,HORSEFLY,3,0.3544,U_HORSEFLY,3,0.0473,THOMPSON_N,2,0.0401,QUESNEL_DECEPT,3,0.0249,PBS,Technicianmr,,
U12403,S12403FC1,finclip,L_KWAKWA_LAKE,15,0.4956,KEECHA_LAKE,15,0.3596,YONAKINA,16,0.1004,TAKUMAINSTEM,16,0.0286,NAHWITTI,7,0.0096,PBS,Technicianmr,,
