ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,dissection_status,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,analyzing_lab,quality_level,quality_log
U18404,2016-05-27-J06-CU-3,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18405,2016-05-27-J06-CU-4,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18406,2016-05-27-J06-CU-5,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18407,2016-05-27-J06-CU-6,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18408,2016-05-27-J06-CU-7,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18409,2016-05-27-J06-CU-8,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18410,2016-05-27-J06-CU-9,JE245N2,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18411,2016-05-27-J06-PI-1,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18412,2016-05-27-J06-PI-2,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18413,2016-05-27-J06-PI-3,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18414,2016-05-27-J06-PI-4,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18415,2016-05-27-J06-PI-5,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18416,2016-05-27-J06-PI-6,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18417,2016-05-27-J06-PI-7,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18418,2016-05-27-J06-PI-8,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18419,2016-05-27-J06-PI-9,JE245N2,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18420,2016-05-27-J06-SO-1,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18421,2016-05-27-J06-SO-10,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18422,2016-05-27-J06-SO-11,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18423,2016-05-27-J06-SO-12,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18424,2016-05-27-J06-SO-13,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18425,2016-05-27-J06-SO-14,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18426,2016-05-27-J06-SO-15,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18427,2016-05-27-J06-SO-16,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18428,2016-05-27-J06-SO-17,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18429,2016-05-27-J06-SO-18,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18430,2016-05-27-J06-SO-19,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18431,2016-05-27-J06-SO-2,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18432,2016-05-27-J06-SO-21,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18433,2016-05-27-J06-SO-3,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18434,2016-05-27-J06-SO-4,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18435,2016-05-27-J06-SO-5,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18436,2016-05-27-J06-SO-6,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18437,2016-05-27-J06-SO-7,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18438,2016-05-27-J06-SO-8,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18439,2016-05-27-J06-SO-9,JE245N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18440,2016-05-27-J07-CO-1,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18441,2016-05-27-J07-CO-10,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18442,2016-05-27-J07-CO-2,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18443,2016-05-27-J07-CO-3,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18444,2016-05-27-J07-CO-4,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18445,2016-05-27-J07-CO-5,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18446,2016-05-27-J07-CO-6,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18447,2016-05-27-J07-CO-7,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18448,2016-05-27-J07-CO-8,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18449,2016-05-27-J07-CO-9,JE246N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18450,2016-05-27-J07-SO-21,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18451,2016-05-27-J07-SO-22,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18452,2016-05-27-J07-SO-23,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18453,2016-05-27-J07-SO-24,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18454,2016-05-27-J07-SO-25,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18455,2016-05-27-J07-SO-26,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18456,2016-05-27-J07-SO-27,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18457,2016-05-27-J07-SO-28,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18458,2016-05-27-J07-SO-29,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18459,2016-05-27-J07-SO-30,JE246N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18460,2016-05-28-J02-SO-21,JE250N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18461,2016-05-28-J03-CO-1,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18462,2016-05-28-J03-CO-10,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18463,2016-05-28-J03-CO-2,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18464,2016-05-28-J03-CO-3,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18465,2016-05-28-J03-CO-4,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18466,2016-05-28-J03-CO-5,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18467,2016-05-28-J03-CO-6,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18468,2016-05-28-J03-CO-7,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18469,2016-05-28-J03-CO-8,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18470,2016-05-28-J03-CO-9,JE251N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18471,2016-06-01-D27-CO-1,DE293N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18472,2016-06-01-D27-CU-1,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18473,2016-06-01-D27-CU-10,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18474,2016-06-01-D27-CU-2,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18475,2016-06-01-D27-CU-3,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18476,2016-06-01-D27-CU-4,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18477,2016-06-01-D27-CU-5,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18478,2016-06-01-D27-CU-6,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18479,2016-06-01-D27-CU-7,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18480,2016-06-01-D27-CU-8,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18481,2016-06-01-D27-CU-9,DE293N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18482,2016-06-01-D27-HE-1,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18483,2016-06-01-D27-HE-10,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18484,2016-06-01-D27-HE-2,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18485,2016-06-01-D27-HE-3,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18486,2016-06-01-D27-HE-4,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18487,2016-06-01-D27-HE-5,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18488,2016-06-01-D27-HE-6,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18489,2016-06-01-D27-HE-7,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18490,2016-06-01-D27-HE-8,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18491,2016-06-01-D27-HE-9,DE293N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18492,2016-06-01-D27-PI-1,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18493,2016-06-01-D27-PI-10,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18494,2016-06-01-D27-PI-2,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18495,2016-06-01-D27-PI-3,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18496,2016-06-01-D27-PI-4,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18497,2016-06-01-D27-PI-5,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18498,2016-06-01-D27-PI-6,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18499,2016-06-01-D27-PI-7,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18500,2016-06-01-D27-PI-8,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18501,2016-06-01-D27-PI-9,DE293N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18502,2016-06-01-D27-SO-1,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18503,2016-06-01-D27-SO-10,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18504,2016-06-01-D27-SO-13,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18505,2016-06-01-D27-SO-17,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18506,2016-06-01-D27-SO-18,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18507,2016-06-01-D27-SO-2,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18508,2016-06-01-D27-SO-20,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18509,2016-06-01-D27-SO-3,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18510,2016-06-01-D27-SO-4,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18511,2016-06-01-D27-SO-5,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18512,2016-06-01-D27-SO-6,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18513,2016-06-01-D27-SO-7,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18514,2016-06-01-D27-SO-8,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18515,2016-06-01-D27-SO-9,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18516,2016-06-01-J01-CU-1,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18517,2016-06-01-J01-CU-10,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18518,2016-06-01-J01-CU-2,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18519,2016-06-01-J01-CU-3,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18520,2016-06-01-J01-CU-4,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18521,2016-06-01-J01-CU-5,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
U18522,2016-06-01-J01-CU-6,JE253N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,not_dissected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAKAI,Technicianmr,NA
