ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,quality_flag,quality_log
U5392,2018-10-17,None,Present,12,107,112,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5393,2018-10-17,None,Present,8.4,97,102,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5394,2018-10-17,None,Present,9.1,97,101,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5395,2018-10-17,None,Present,18.6,115,120,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5396,2018-10-17,None,Present,12.4,109,113,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5397,2018-10-17,None,Present,13.4,111,115,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5398,2018-10-17,None,Present,12.3,108,111,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5399,2018-10-17,None,Present,12.9,111,116,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5400,2018-10-17,None,Present,14.9,116,120,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5401,2018-10-17,None,Present,13.7,114,118,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5402,2018-10-17,None,Present,13.9,113,117,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5403,2018-10-17,None,Present,14.9,114,119,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5404,2018-10-17,None,Present,13.6,110,114,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5405,2018-10-17,None,Present,7.1,90,94,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5422,2018-10-18,None,Present,3,60,64,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5423,2018-10-18,None,Present,4.9,77,81,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5424,2018-10-18,None,Present,6.3,83,88,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5425,2018-10-18,None,Present,3.7,69,73,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5426,2018-10-18,None,Present,4.4,71,75,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5427,2018-10-18,None,Present,3.9,67,71,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5428,2018-10-18,None,Absent,2.7,65,68,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5429,2018-10-18,None,Present,3.8,69,73,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5430,2018-10-18,None,Present,3.5,69,73,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5431,2018-10-18,None,Present,1.9,53,56,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5432,2018-10-18,None,Present,24.8,128,134,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5433,2018-10-18,None,Present,25.2,129,134,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5434,2018-10-18,None,Present,28.2,138,144,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5435,2018-10-18,None,Present,25.6,126,130,Did not take DNA sample,nematode on spleen,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5436,2018-10-18,None,Present,20.9,124,129,Did not take DNA sample,nematode on liver,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5462,2018-10-18,None,Present,26.1,135,141,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5463,2018-10-18,None,Present,17.8,121,126,Did not take DNA sample,nematode on stomach,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5464,2018-10-18,None,Present,22.1,126,132,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5315,2018-10-18,None,Present,13.4,108,112,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5316,2018-10-18,None,Present,10,97,101,Did not take DNA sample,hemorrhaging vent,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5317,2018-10-18,None,Present,12.1,105,110,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5318,2018-10-18,None,Present,11.8,103,108,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5319,2018-10-18,None,Present,16.5,108,123,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5320,2018-10-18,None,Present,10,99,103,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5321,2018-10-18,None,Present,10.8,102,107,Did not take DNA sample,NA,JG,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5406,2018-10-18,None,Present,4.7,80,84,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5407,2018-10-18,None,Present,5.9,83,87,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U5408,2018-10-18,None,Present,8.8,98,102,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5409,2018-10-18,None,Present,5.7,82,85,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5410,2018-10-18,None,Present,6.1,81,85,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5411,2018-10-18,None,Present,5.1,81,85,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5437,2018-10-18,None,Present,5.5,85,89,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5438,2018-10-18,None,Present,5.7,83,87,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5439,2018-10-18,None,Present,4.8,74,77,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5440,2018-10-18,None,Present,23.8,131,137,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5441,2018-10-18,None,Present,23.9,128,134,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5442,2018-10-18,None,Present,24.9,128,134,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5443,2018-10-18,None,Present,30.3,133,140,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5444,2018-10-18,None,Present,34.5,141,147,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5445,2018-10-18,None,Present,20,127,133,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5446,2018-10-18,None,Present,30.4,137,145,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5447,2018-10-18,None,Present,24.5,124,129,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5448,2018-10-18,None,Present,32.6,141,146,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5449,2018-10-18,None,Present,18.7,117,123,Did not take DNA sample,NA,KB,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U16791,2018-10-19,None,Present,6.1,84,89,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16792,2018-10-19,None,Present,6.8,85,89,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16793,2018-10-19,None,Present,7.8,92,96,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16794,2018-10-19,None,Present,10.4,97,103,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16795,2018-10-19,None,Present,6.3,84,89,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16796,2018-10-19,None,Present,7.7,91,96,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16797,2018-10-19,None,Present,7,87,92,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16798,2018-10-19,None,Present,6.3,88,93,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16799,2018-10-19,None,Present,5.4,87,91,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16800,2018-10-19,None,Present,6.6,88,91,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16701,2018-10-22,None,Present,9.2,98,103,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16702,2018-10-22,None,Present,7.3,84,89,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16703,2018-10-22,None,Present,7.5,90,95,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16704,2018-10-22,None,Present,14.4,109,114,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16705,2018-10-22,None,Present,11,101,106,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16706,2018-10-22,None,Present,7.6,89,94,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16751,2018-10-22,None,Present,23.8,128,134,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16752,2018-10-22,None,Present,25.6,137,143,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16753,2018-10-22,None,Present,21.3,125,130,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16754,2018-10-22,None,Present,20.1,125,129,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16755,2018-10-22,None,Present,16.7,113,118,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16756,2018-10-22,None,Present,21.9,128,133,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16757,2018-10-22,None,Present,25.8,131,136,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16758,2018-10-22,None,Present,17.9,116,121,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U5465,2018-10-22,None,Present,23.9,125,131,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U5466,2018-10-22,None,Present,23.5,129,135,Did not take DNA sample,NA,EJ,streamlined_1_st,NA,NA,Technicianmr,NA,NA
U16761,2018-10-22,None,Present,17.3,114,119,NA,Wound at base of dorsal fin,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16762,2018-10-22,None,Present,9.4,96,100,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16763,2018-10-22,None,Present,6.5,86,91,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16764,2018-10-22,None,Present,8.3,94,98,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16765,2018-10-22,None,Present,7.2,88,93,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16766,2018-10-22,None,Present,8,92,97,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16767,2018-10-22,None,Present,7,90,95,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16891,2018-10-22,None,Present,7.8,94,99,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16892,2018-10-22,None,Present,19,120,126,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16893,2018-10-22,None,Present,18.8,121,127,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16894,2018-10-22,None,Present,23.2,129,136,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16895,2018-10-22,None,Present,18.6,116,122,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16896,2018-10-22,None,Present,20.3,123,129,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16897,2018-10-22,None,Present,8.7,95,100,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16898,2018-10-22,None,Present,8.8,97,102,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16899,2018-10-22,None,Present,8.2,92,97,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16900,2018-10-22,None,Present,20.2,127,135,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16707,2018-10-23,None,Present,6.3,84,88,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16708,2018-10-23,None,Present,8.2,93,97,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16709,2018-10-23,None,Present,9.9,97,101,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16710,2018-10-23,None,Present,6.9,88,92,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16921,2018-10-23,None,Present,6.9,85,90,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16922,2018-10-23,None,Present,8,90,95,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16923,2018-10-23,None,Present,8.4,93,98,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U17351,2018-10-23,None,Present,22.4,127,133,NA,several wounds along both sides,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17352,2018-10-23,None,Present,12.4,106,111,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17353,2018-10-23,None,Present,20.2,123,128,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17354,2018-10-23,None,Present,12.8,106,111,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17355,2018-10-23,None,Present,16.9,114,119,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17356,2018-10-23,None,Present,25.3,133,138,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17357,2018-10-23,None,Present,21.2,124,129,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17358,2018-10-23,None,Present,12.9,105,111,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17359,2018-10-23,None,Present,19.3,118,124,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17360,2018-10-23,None,Present,17.3,115,121,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16951,2018-10-23,None,Present,12.6,104,109,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16952,2018-10-23,None,Present,17.7,119,125,NA,Lots of scales missing on right side,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16953,2018-10-23,None,Present,24.4,132,139,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16954,2018-10-23,None,Present,21.4,127,133,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16955,2018-10-23,None,Present,20.4,124,130,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17421,2018-10-23,None,Present,15.2,113,118,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17422,2018-10-23,None,Present,13.3,111,117,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17423,2018-10-23,None,Present,13.2,107,112,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17424,2018-10-23,None,Present,11.6,106,111,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17425,2018-10-23,None,Present,13.1,111,117,NA,Abrasion along tail on both sides,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17426,2018-10-23,None,Present,19.5,123,129,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17427,2018-10-23,None,Present,10,100,105,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17429,2018-10-23,None,Present,7.9,92,97,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17430,2018-10-23,None,Present,10.5,102,108,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16992,2018-10-24,None,Present,11.2,99,103,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16993,2018-10-24,None,Present,10.7,94,101,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17191,2018-10-24,None,Present,18.3,124,129,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17192,2018-10-24,None,Present,11.4,106,112,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17193,2018-10-24,None,Present,11.9,103,109,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17194,2018-10-24,None,Present,9.8,103,109,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17195,2018-10-24,None,Present,12.3,105,111,NA,wound on left side,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U17196,2018-10-24,None,Present,17.7,118,124,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17197,2018-10-24,None,Present,10.2,99,104,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17198,2018-10-24,None,Present,16.2,115,120,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17199,2018-10-24,None,Present,12.4,105,110,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17200,2018-10-24,None,Present,31.6,146,151,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17428,2018-10-24,None,Present,21.9,129,135,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16881,2018-10-25,None,Present,26.2,135,140,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16882,2018-10-25,None,Present,18.3,110,116,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16931,2018-10-25,None,Present,25.8,133,139,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16932,2018-10-25,None,Present,16.1,119,126,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16933,2018-10-25,None,Present,17.9,119,126,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16934,2018-10-25,None,Present,21.2,126,130,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16935,2018-10-25,None,Absent,16.2,110,115,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16936,2018-10-25,None,Present,20.9,120,126,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16937,2018-10-25,None,Present,22.8,127,132,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17411,2018-10-25,None,Present,11.1,104,109,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17412,2018-10-25,None,Present,10.7,100,106,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17413,2018-10-25,None,Present,9.6,98,102,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17414,2018-10-25,None,Present,12.3,109,115,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17415,2018-10-25,None,Present,20.3,127,134,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17416,2018-10-25,None,Present,10.9,103,108,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17941,2018-10-25,None,Present,7.7,89,95,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17942,2018-10-25,None,Present,9.9,95,100,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17943,2018-10-25,None,Present,7.3,92,97,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17944,2018-10-25,None,Present,7,83,87,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16991,2018-10-25,None,Present,8.5,91,96,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16994,2018-10-25,None,Present,10.5,98,103,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16995,2018-10-25,None,Present,11.5,101,106,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16996,2018-10-25,None,Present,9.4,94,99,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16997,2018-10-25,None,Present,9.8,96,100,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16998,2018-10-25,None,Present,13.5,106,111,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16999,2018-10-25,None,Present,12.5,100,105,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U17000,2018-10-25,None,Present,10.9,100,104,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17233,2018-10-25,None,Present,12.4,106,111,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17261,2018-10-25,None,Present,15.2,110,116,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17262,2018-10-25,None,Present,22.1,125,131,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17263,2018-10-25,None,Present,11.1,105,111,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U17264,2018-10-25,None,Present,11.8,105,111,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17265,2018-10-25,None,Present,21.6,132,136,NA,Lots of scales missing,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17266,2018-10-25,None,Present,22.7,126,133,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17267,2018-10-25,None,Present,24.9,133,140,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17268,2018-10-25,None,Present,20.1,121,127,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U17269,2018-10-25,None,Present,16.5,117,123,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U17270,2018-10-25,None,Present,19.8,125,132,NA,NA,KB,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16291,2018-10-26,None,Present,19.9,119,124,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16292,2018-10-26,None,Present,14.9,112,118,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16293,2018-10-26,None,Present,12.9,103,108,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16294,2018-10-26,None,Present,10.5,97,102,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16295,2018-10-26,None,Present,8.9,92,97,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U16296,2018-10-26,None,Present,14.3,109,114,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16297,2018-10-26,None,Present,14.9,107,112,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16298,2018-10-26,None,Present,6.5,84,89,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
U16511,2018-10-26,None,Present,18.8,117,122,NA,NA,EJ,streamlined_1,lab_motiles_etoh,NA,Technicianmr,NA,NA
