ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U16580,2019-01-08,None,Present,8.9,,100,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17151,2019-01-08,None,Present,4.4,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17152,2019-01-08,None,Present,7.5,,92,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17153,2019-01-08,None,Present,3.1,,68,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17154,2019-01-08,None,Present,5.2,,82,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17155,2019-01-08,None,Present,4.8,,84,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17156,2019-01-08,None,Present,4.4,,78,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17157,2019-01-08,None,Present,3.5,,76,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17158,2019-01-08,None,Present,3.8,,77,NA,Bird pred scars on rear flank,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17159,2019-01-08,None,Present,4.7,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17160,2019-01-08,None,Present,7.3,,91,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16411,2019-01-08,None,Present,4.4,,84,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16412,2019-01-08,None,Present,4.4,,83,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16413,2019-01-08,None,Present,7.3,,95,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16414,2019-01-08,None,Present,5,,88,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16415,2019-01-08,None,Present,4.2,,84,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16416,2019-01-08,None,Present,4.9,,89,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16417,2019-01-08,None,Present,6.3,,94,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16418,2019-01-08,None,Present,6,,90,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16419,2019-01-08,None,Present,5.1,,88,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16420,2019-01-08,None,Present,7.8,,97,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17371,2019-01-08,None,Present,11,,105,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17372,2019-01-08,None,Present,11.8,,109,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17373,2019-01-08,None,Present,11.2,,107,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17374,2019-01-08,None,Present,10.5,,105,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17375,2019-01-08,None,Present,6.6,,95,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17376,2019-01-08,None,Present,7.6,,101,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17377,2019-01-08,None,Present,8.3,,97,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17378,2019-01-08,None,Present,7.1,,93,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17379,2019-01-08,None,Present,6.9,,93,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17380,2019-01-08,None,Present,8.7,,98,NA,1 rocinela,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16651,2019-01-09,None,Present,20.8,,130,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16652,2019-01-09,None,Present,13.8,,114,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16653,2019-01-09,None,Present,17.4,,120,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16654,2019-01-09,None,Present,21,,128,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16655,2019-01-09,None,Present,16.5,,119,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16656,2019-01-09,None,Present,16.5,,122,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16657,2019-01-09,None,Present,14,,116,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16658,2019-01-09,None,Present,15.6,,120,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16659,2019-01-09,None,Present,NA,,115,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16660,2019-01-09,None,Present,14,,118,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17467,2019-01-09,None,Present,6.3,,89,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17468,2019-01-09,None,Present,6,,89,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17469,2019-01-09,None,Present,3.8,,80,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17470,2019-01-09,None,Present,6.4,,91,NA,flabellifera,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16481,2019-01-09,None,Present,8.2,,98,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16482,2019-01-09,None,Present,5.2,,86,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16483,2019-01-09,None,Present,6.8,,94,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16484,2019-01-09,None,Present,7.4,,99,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16485,2019-01-09,None,Present,3.7,,76,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16486,2019-01-09,None,Present,2.7,,74,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16487,2019-01-09,None,Present,5.7,,91,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16488,2019-01-09,None,Present,7.6,,95,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16489,2019-01-09,None,Present,5.8,,90,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16490,2019-01-09,None,Present,5,,88,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17181,2019-01-09,None,Present,6.7,,95,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17182,2019-01-09,None,Present,6.4,,93,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17183,2019-01-09,None,Present,4.4,,84,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17184,2019-01-09,None,Present,13.4,,109,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17185,2019-01-09,None,Present,4.8,,85,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17186,2019-01-09,None,Present,3.5,,75,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17187,2019-01-09,None,Present,8.9,,101,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17188,2019-01-09,None,Present,4,,80,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17189,2019-01-09,None,Present,3.4,,75,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U17190,2019-01-09,None,Present,4.4,,81,NA,NA,KB,streamlined1,lab_motiles_cryo,lab_motiles
U16731,2019-01-10,None,Present,16.1,,116,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16732,2019-01-10,None,Present,18.2,,123,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16733,2019-01-10,None,Present,11.6,,108,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16734,2019-01-10,None,Present,21.6,,127,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16735,2019-01-10,None,Present,21.5,,135,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16736,2019-01-10,None,Present,16.2,,120,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16737,2019-01-10,None,Present,15,,117,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16738,2019-01-10,None,Present,18.9,,126,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16739,2019-01-10,None,Present,21.6,,132,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16740,2019-01-10,None,Present,14.7,,115,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17461,2019-01-10,None,Present,4.8,,84,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17462,2019-01-10,None,Present,8.3,,101,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17463,2019-01-10,None,Present,5.7,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17464,2019-01-10,None,Present,6.9,,91,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17465,2019-01-10,None,Present,7.7,,96,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17466,2019-01-10,None,Present,7.7,,97,NA,flabellifera on gill,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17936,2019-01-10,None,Present,8.6,,96,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17939,2019-01-10,None,Present,14.5,,116,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17940,2019-01-10,None,Present,7.8,,96,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16031,2019-01-10,None,Present,9,,98,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16032,2019-01-10,None,Present,6.6,,91,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16033,2019-01-10,None,Present,8.5,,99,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16034,2019-01-10,None,Present,6.2,,85,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16035,2019-01-10,None,Present,10.5,,109,NA,hemorrhaging in tail - really red,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16036,2019-01-10,None,Present,9.2,,100,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16037,2019-01-10,None,Present,6.4,,93,NA,nose broke,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16038,2019-01-10,None,Present,13.8,,118,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16039,2019-01-10,None,Present,6,,89,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16040,2019-01-10,None,Present,7.8,,101,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17451,2019-01-10,None,Present,5.3,,86,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17452,2019-01-10,None,Present,6.2,,91,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17453,2019-01-10,None,Present,9.8,,104,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17454,2019-01-10,None,Present,6.8,,90,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17455,2019-01-10,None,Present,8.7,,100,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17456,2019-01-10,None,Present,7.5,,98,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17457,2019-01-10,None,Present,6.1,,93,NA,missing lots of scales on left front half,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17458,2019-01-10,None,Present,9.2,,105,NA,abrasion on both gills,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17459,2019-01-10,None,Present,5.1,,88,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17460,2019-01-10,None,Present,4.3,,85,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17931,2019-01-11,None,Present,8.7,,99,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17932,2019-01-11,None,Present,14.5,,116,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17933,2019-01-11,None,Present,9.7,,105,NA,Lesion on left & right flanks - possible pred scars,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17934,2019-01-11,None,Present,9.1,,101,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17935,2019-01-11,None,Present,12,,108,NA,Lesion/massive hemorrhaging behind pectoral fin on left flank,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17937,2019-01-11,None,Present,14.5,,116,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17938,2019-01-11,None,Present,7.6,,97,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17301,2019-01-14,None,Present,4.3,,80,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17302,2019-01-14,None,Present,3.9,,78,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17305,2019-01-14,None,Present,7.8,,96,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17307,2019-01-14,None,Present,5.5,,85,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17308,2019-01-14,None,Present,3.9,,75,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17309,2019-01-14,None,Present,4.9,,82,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17310,2019-01-14,None,Present,3.6,,74,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16004,2019-01-14,None,Present,3.7,,77,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16041,2019-01-14,None,Present,6.2,,89,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16042,2019-01-14,None,Present,6.6,,95,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16043,2019-01-14,None,Present,7.6,,99,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16044,2019-01-14,None,Present,7.1,,96,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16045,2019-01-14,None,Present,7.6,,97,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16046,2019-01-14,None,Present,8.7,,97,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16047,2019-01-14,None,Present,7.5,,95,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16048,2019-01-14,None,Present,6.7,,89,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16049,2019-01-14,None,Present,5.1,,84,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16050,2019-01-14,None,Present,6.8,,94,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U17201,2019-01-15,None,Present,3.5,,73,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17202,2019-01-15,None,Present,3.4,,74,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17203,2019-01-15,None,Present,3,,72,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17205,2019-01-15,None,Present,3.9,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17206,2019-01-15,None,Present,4,,80,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17207,2019-01-15,None,Present,3.3,,75,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17208,2019-01-15,None,Present,3,,70,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17209,2019-01-15,None,Present,4.1,,76,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17303,2019-01-15,None,Present,4.3,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17304,2019-01-15,None,Present,4.7,,80,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17306,2019-01-15,None,Present,4.7,,82,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17471,2019-01-15,None,Present,6.4,,94,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17472,2019-01-15,None,Present,3.8,,79,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17473,2019-01-15,None,Present,6.4,,89,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17474,2019-01-15,None,Present,3.6,,77,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17475,2019-01-15,None,Present,6,,89,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17476,2019-01-15,None,Present,4.9,,84,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17477,2019-01-15,None,Present,4.9,,85,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17478,2019-01-15,None,Present,3.6,,77,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17479,2019-01-15,None,Present,5.2,,86,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17480,2019-01-15,None,Present,6.4,,87,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16001,2019-01-15,None,Present,4.2,,81,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16002,2019-01-15,None,Present,5,,84,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16003,2019-01-15,None,Present,3.2,,73,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16005,2019-01-15,None,Present,4.1,,80,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16006,2019-01-15,None,Present,1.8,,62,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16007,2019-01-15,None,Present,2.8,,69,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16008,2019-01-15,None,Present,2.2,,68,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16009,2019-01-15,None,Present,2.8,,70,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16010,2019-01-15,None,Present,4.2,,82,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16441,2019-01-15,None,Present,3.4,,70,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16442,2019-01-15,None,Present,3.7,,75,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16443,2019-01-15,None,Present,2.4,,71,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16444,2019-01-15,None,Present,1.7,,60,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16445,2019-01-15,None,Present,3.8,,76,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16446,2019-01-15,None,Present,3.1,,74,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16447,2019-01-15,None,Present,4.1,,79,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16448,2019-01-15,None,Present,2.4,,67,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16449,2019-01-15,None,Present,2.5,,66,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16450,2019-01-15,None,Present,1.3,,54,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16475,2019-01-15,None,Present,2.6,,69,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16476,2019-01-15,None,Present,4.2,,80,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16477,2019-01-15,None,Present,1.9,,60,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16478,2019-01-15,None,Present,3.6,,77,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16221,2019-01-16,None,Present,4.4,,81,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16222,2019-01-16,None,Present,6.4,,89,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16223,2019-01-16,None,Present,4.4,,80,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16224,2019-01-16,None,Present,4.2,,78,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U16225,2019-01-16,None,Present,4,,78,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17204,2019-01-16,None,Present,3.8,,77,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17210,2019-01-16,None,Present,3.7,,77,NA,NA,JG,streamlined1,lab_motiles_etoh,lab_motiles
U17491,2019-01-16,None,Present,7.1,,95,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17492,2019-01-16,None,Present,5.7,,87,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17493,2019-01-16,None,Present,4.7,,81,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17494,2019-01-16,None,Present,3.4,,73,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17495,2019-01-16,None,Present,5,,81,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U17496,2019-01-16,None,Present,4.7,,80,NA,NA,JG,streamlined1,lab_motiles_cryo,lab_motiles
U16471,2019-01-16,None,Present,4.1,,78,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16472,2019-01-16,None,Present,3.6,,77,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16473,2019-01-16,None,Present,5.7,,86,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16474,2019-01-16,None,Present,2.5,,71,NA,NA,KB,streamlined1,lab_motiles_etoh,lab_motiles
U16771,2019-01-16,None,Present,22.2,,121,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16773,2019-01-16,None,Present,28.8,,137,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16774,2019-01-16,None,Present,17.7,,120,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16776,2019-01-16,None,Present,26,,137,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16779,2019-01-16,None,Present,41.6,,161,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16780,2019-01-16,None,Present,23.2,,129,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16841,2019-01-16,None,Present,32.1,,138,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16842,2019-01-16,None,Present,31.4,,141,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16843,2019-01-16,None,Present,23.2,,129,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16844,2019-01-16,None,Present,18.7,,123,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16845,2019-01-16,None,Present,24.7,,139,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16846,2019-01-16,None,Present,24.1,,132,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16847,2019-01-16,None,Present,18.9,,119,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16848,2019-01-16,None,Present,28.2,,136,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16849,2019-01-16,None,Present,20.1,,121,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16850,2019-01-16,None,Present,37.5,,147,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16591,2019-01-17,None,Present,18.7,,125,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16592,2019-01-17,None,Present,20,,128,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16593,2019-01-17,None,Present,21.5,,131,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16594,2019-01-17,None,Present,19.3,,125,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16595,2019-01-17,None,Present,17.7,,128,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16631,2019-01-17,None,Present,22.2,,138,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16632,2019-01-17,None,Present,18.6,,127,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16634,2019-01-17,None,Present,20.8,,128,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16635,2019-01-17,None,Present,23,,134,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16636,2019-01-17,None,Present,20.6,,129,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16638,2019-01-17,None,Present,18.8,,125,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16639,2019-01-17,None,Present,25.4,,139,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16640,2019-01-17,None,Present,24.3,,134,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17171,2019-01-17,None,Present,11.8,,108,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17172,2019-01-17,None,Present,13.4,,115,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17173,2019-01-17,None,Present,8.4,,102,NA,pale gills,JG,streamlined1,lab_motiles_etoh,NA
U17174,2019-01-17,None,Present,12.6,,119,NA,Pale gills,JG,streamlined1,lab_motiles_etoh,NA
U17175,2019-01-17,None,Present,NA,,109,Forgot to weigh (9.5 g after tissue removal),Pale gills,JG,streamlined1,lab_motiles_etoh,NA
U17176,2019-01-17,None,Present,9.5,,101,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17177,2019-01-17,None,Present,14.8,,121,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17178,2019-01-17,None,Present,16.8,,122,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U17179,2019-01-17,None,Present,13.2,,114,NA,NA,JG,streamlined1,lab_motiles_etoh,NA
U16091,2019-01-17,None,Present,25.7,,129,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16092,2019-01-17,None,Present,23.4,,127,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16093,2019-01-17,None,Present,25.1,,134,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16094,2019-01-17,None,Present,33.8,,146,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16095,2019-01-17,None,Present,26.7,,134,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16096,2019-01-17,None,Present,23.5,,128,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16097,2019-01-17,None,Present,29.3,,134,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16098,2019-01-17,None,Present,24.9,,129,NA,isopod in bag,KB,streamlined1,lab_motiles_etoh,NA
U16099,2019-01-17,None,Present,32.1,,136,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16100,2019-01-17,None,Present,47.4,,158,NA,"scales missing in a band around the middle, and the belly was very red within the band of missing scales",KB,streamlined1,lab_motiles_etoh,NA
U16131,2019-01-17,None,Present,27.5,,133,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16421,2019-01-17,None,Present,14.7,,108,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16422,2019-01-17,None,Present,11.9,,101,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16691,2019-01-17,None,Present,22.8,,127,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16721,2019-01-17,None,Present,27.6,,139,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16772,2019-01-17,None,Present,34.7,,151,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16775,2019-01-17,None,Present,14.7,,108,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16777,2019-01-17,None,Present,19.7,,121,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16778,2019-01-17,None,Present,NA,,126,"Forgot to weigh , it was at least 19.2g",NA,KB,streamlined1,lab_motiles_etoh,NA
U16861,2019-01-17,None,Present,23.3,,127,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16862,2019-01-17,None,Present,19.7,,123,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
U16863,2019-01-17,None,Present,22.5,,125,NA,NA,KB,streamlined1,lab_motiles_etoh,NA
