sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab
U2624RK1,RNA_pathogens,kidney,U2624,NA,NA
U2625RK1,RNA_pathogens,kidney,U2625,NA,PBS
U2626RK1,RNA_pathogens,kidney,U2626,NA,PBS
U2627RK1,RNA_pathogens,kidney,U2627,NA,PBS
U2628RK1,RNA_pathogens,kidney,U2628,NA,PBS
U2629RK1,RNA_pathogens,kidney,U2629,NA,PBS
U2630RK1,RNA_pathogens,kidney,U2630,NA,PBS
U2631RK1,RNA_pathogens,kidney,U2631,NA,PBS
U2632RK1,RNA_pathogens,kidney,U2632,NA,PBS
U2633RK1,RNA_pathogens,kidney,U2633,NA,PBS
U2634RK1,RNA_pathogens,kidney,U2634,NA,PBS
U2635RK1,RNA_pathogens,kidney,U2635,NA,PBS
U2636RK1,RNA_pathogens,kidney,U2636,NA,PBS
U2637RK1,RNA_pathogens,kidney,U2637,NA,PBS
U2638RK1,RNA_pathogens,kidney,U2638,NA,PBS
U2639RK1,RNA_pathogens,kidney,U2639,NA,PBS
U2640RK1,RNA_pathogens,kidney,U2640,NA,PBS
U2641RK1,RNA_pathogens,kidney,U2641,NA,PBS
U2642RK1,RNA_pathogens,kidney,U2642,NA,PBS
U2643RK1,RNA_pathogens,kidney,U2643,NA,PBS
U2644RK1,RNA_pathogens,kidney,U2644,NA,PBS
U2645RK1,RNA_pathogens,kidney,U2645,NA,NA
U2646RK1,RNA_pathogens,kidney,U2646,NA,NA
U2647RK1,RNA_pathogens,kidney,U2647,NA,NA
U2648RK1,RNA_pathogens,kidney,U2648,NA,NA
U2649RK1,RNA_pathogens,kidney,U2649,NA,NA
U2650RK1,RNA_pathogens,kidney,U2650,NA,NA
U2651RK1,RNA_pathogens,kidney,U2651,NA,NA
U2652RK1,RNA_pathogens,kidney,U2652,NA,NA
U2653RK1,RNA_pathogens,kidney,U2653,NA,NA
U2654RK1,RNA_pathogens,kidney,U2654,NA,NA
U2655RK1,RNA_pathogens,kidney,U2655,NA,NA
U2656RK1,RNA_pathogens,kidney,U2656,NA,NA
U2657RK1,RNA_pathogens,kidney,U2657,NA,NA
U2658RK1,RNA_pathogens,kidney,U2658,NA,PBS
U2659RK1,RNA_pathogens,kidney,U2659,NA,PBS
U2660RK1,RNA_pathogens,kidney,U2660,NA,NA
U2661RK1,RNA_pathogens,kidney,U2661,NA,NA
U2662RK1,RNA_pathogens,kidney,U2662,NA,NA
U2663RK1,RNA_pathogens,kidney,U2663,NA,NA
U2664RK1,RNA_pathogens,kidney,U2664,NA,NA
U2665RK1,RNA_pathogens,kidney,U2665,NA,NA
U2666RK1,RNA_pathogens,kidney,U2666,NA,NA
U2667RK1,RNA_pathogens,kidney,U2667,NA,NA
U2669RK1,RNA_pathogens,kidney,U2669,NA,NA
U2701RK1,RNA_pathogens,kidney,U2701,NA,PBS
U2702RK1,RNA_pathogens,kidney,U2702,NA,PBS
U2703RK1,RNA_pathogens,kidney,U2703,NA,PBS
U2704RK1,RNA_pathogens,kidney,U2704,NA,PBS
U2705RK1,RNA_pathogens,kidney,U2705,NA,PBS
U2706RK1,RNA_pathogens,kidney,U2706,NA,PBS
U2707RK1,RNA_pathogens,kidney,U2707,NA,PBS
U2708RK1,RNA_pathogens,kidney,U2708,NA,PBS
U2709RK1,RNA_pathogens,kidney,U2709,NA,PBS
U2710RK1,RNA_pathogens,kidney,U2710,NA,PBS
U2711RK1,RNA_pathogens,kidney,U2711,NA,PBS
U2712RK1,RNA_pathogens,kidney,U2712,NA,PBS
U2713RK1,RNA_pathogens,kidney,U2713,NA,PBS
U2714RK1,RNA_pathogens,kidney,U2714,NA,PBS
U2715RK1,RNA_pathogens,kidney,U2715,NA,PBS
U2716RK1,RNA_pathogens,kidney,U2716,NA,PBS
U2717RK1,RNA_pathogens,kidney,U2717,NA,NA
U2718RK1,RNA_pathogens,kidney,U2718,NA,NA
U2719RK1,RNA_pathogens,kidney,U2719,NA,NA
U2720RK1,RNA_pathogens,kidney,U2720,NA,NA
U2721RK1,RNA_pathogens,kidney,U2721,NA,NA
U2722RK1,RNA_pathogens,kidney,U2722,NA,NA
U2723RK1,RNA_pathogens,kidney,U2723,NA,NA
U2724RK1,RNA_pathogens,kidney,U2724,NA,NA
U2725RK1,RNA_pathogens,kidney,U2725,NA,NA
U2726RK1,RNA_pathogens,kidney,U2726,NA,NA
U2727RK1,RNA_pathogens,kidney,U2727,NA,NA
U2728RK1,RNA_pathogens,kidney,U2728,NA,NA
U2729RK1,RNA_pathogens,kidney,U2729,NA,NA
U2730RK1,RNA_pathogens,kidney,U2730,NA,NA
U2731RK1,RNA_pathogens,kidney,U2731,NA,NA
U2732RK1,RNA_pathogens,kidney,U2732,NA,NA
U2733RK1,RNA_pathogens,kidney,U2733,NA,NA
U2734RK1,RNA_pathogens,kidney,U2734,NA,NA
U2735RK1,RNA_pathogens,kidney,U2735,NA,NA
U2736RK1,RNA_pathogens,kidney,U2736,NA,NA
U2737RK1,RNA_pathogens,kidney,U2737,NA,NA
U2738RK1,RNA_pathogens,kidney,U2738,NA,NA
U2739RK1,RNA_pathogens,kidney,U2739,NA,NA
U2740RK1,RNA_pathogens,kidney,U2740,NA,NA
U2741RK1,RNA_pathogens,kidney,U2741,NA,NA
U2742RK1,RNA_pathogens,kidney,U2742,NA,NA
U2743RK1,RNA_pathogens,kidney,U2743,NA,NA
U2744RK1,RNA_pathogens,kidney,U2744,NA,NA
U2745RK1,RNA_pathogens,kidney,U2745,NA,NA
U2746RK1,RNA_pathogens,kidney,U2746,NA,NA
U2747RK1,RNA_pathogens,kidney,U2747,NA,NA
U2748RK1,RNA_pathogens,kidney,U2748,NA,NA
U2749RK1,RNA_pathogens,kidney,U2749,NA,NA
U2750RK1,RNA_pathogens,kidney,U2750,NA,NA
U2751RK1,RNA_pathogens,kidney,U2751,NA,NA
U2752RK1,RNA_pathogens,kidney,U2752,NA,NA
U2753RK1,RNA_pathogens,kidney,U2753,NA,NA
U2754RK1,RNA_pathogens,kidney,U2754,NA,NA
U2755RK1,RNA_pathogens,kidney,U2755,NA,NA
U2756RK1,RNA_pathogens,kidney,U2756,NA,NA
U2757RK1,RNA_pathogens,kidney,U2757,NA,NA
U2758RK1,RNA_pathogens,kidney,U2758,NA,NA
U2759RK1,RNA_pathogens,kidney,U2759,NA,NA
U2760RK1,RNA_pathogens,kidney,U2760,NA,NA
U2761RK1,RNA_pathogens,kidney,U2761,NA,NA
U2762RK1,RNA_pathogens,kidney,U2762,NA,NA
U2763RK1,RNA_pathogens,kidney,U2763,NA,NA
U2764RK1,RNA_pathogens,kidney,U2764,NA,NA
U2765RK1,RNA_pathogens,kidney,U2765,NA,NA
U2766RK1,RNA_pathogens,kidney,U2766,NA,NA
U2767RK1,RNA_pathogens,kidney,U2767,NA,NA
U2768RK1,RNA_pathogens,kidney,U2768,NA,NA
U2769RK1,RNA_pathogens,kidney,U2769,NA,NA
U2770RK1,RNA_pathogens,kidney,U2770,Head kidney came away with stomach & fell on chamois,NA
U2771RK1,RNA_pathogens,kidney,U2771,NA,NA
U2772RK1,RNA_pathogens,kidney,U2772,NA,NA
U2773RK1,RNA_pathogens,kidney,U2773,NA,NA
U2774RK1,RNA_pathogens,kidney,U2774,NA,NA
U2775RK1,RNA_pathogens,kidney,U2775,NA,NA
U2776RK1,RNA_pathogens,kidney,U2776,NA,NA
U2777RK1,RNA_pathogens,kidney,U2777,NA,NA
U2778RK1,RNA_pathogens,kidney,U2778,NA,NA
U2779RK1,RNA_pathogens,kidney,U2779,NA,NA
U2780RK1,RNA_pathogens,kidney,U2780,NA,NA
U2781RK1,RNA_pathogens,kidney,U2781,NA,NA
U2782RK1,RNA_pathogens,kidney,U2782,NA,NA
U2783RK1,RNA_pathogens,kidney,U2783,NA,NA
U2784RK1,RNA_pathogens,kidney,U2784,NA,NA
U2785RK1,RNA_pathogens,kidney,U2785,NA,NA
U2786RK1,RNA_pathogens,kidney,U2786,NA,NA
U2787RK1,RNA_pathogens,kidney,U2787,NA,NA
U2788RK1,RNA_pathogens,kidney,U2788,NA,NA
U2789RK1,RNA_pathogens,kidney,U2789,Head kidney detached with stomach,PBS
U2790RK1,RNA_pathogens,kidney,U2790,NA,PBS
U2791RK1,RNA_pathogens,kidney,U2791,NA,PBS
U2792RK1,RNA_pathogens,kidney,U2792,NA,PBS
U2793RK1,RNA_pathogens,kidney,U2793,NA,PBS
U2794RK1,RNA_pathogens,kidney,U2794,NA,PBS
U2795RK1,RNA_pathogens,kidney,U2795,NA,PBS
U2796RK1,RNA_pathogens,kidney,U2796,NA,PBS
U2797RK1,RNA_pathogens,kidney,U2797,NA,NA
U2798RK1,RNA_pathogens,kidney,U2798,NA,PBS
U2799RK1,RNA_pathogens,kidney,U2799,NA,PBS
U2800RK1,RNA_pathogens,kidney,U2800,NA,PBS
U2801RK1,RNA_pathogens,kidney,U2801,NA,NA
U2802RK1,RNA_pathogens,kidney,U2802,NA,NA
U2803RK1,RNA_pathogens,kidney,U2803,NA,NA
U2804RK1,RNA_pathogens,kidney,U2804,NA,NA
U2805RK1,RNA_pathogens,kidney,U2805,NA,NA
U2806RK1,RNA_pathogens,kidney,U2806,NA,NA
U2807RK1,RNA_pathogens,kidney,U2807,NA,NA
U2808RK1,RNA_pathogens,kidney,U2808,NA,NA
U2809RK1,RNA_pathogens,kidney,U2809,NA,NA
U2810RK1,RNA_pathogens,kidney,U2810,NA,NA
U2811RK1,RNA_pathogens,kidney,U2811,NA,NA
U2812RK1,RNA_pathogens,kidney,U2812,NA,NA
U2813RK1,RNA_pathogens,kidney,U2813,NA,NA
U2814RK1,RNA_pathogens,kidney,U2814,NA,NA
U2815RK1,RNA_pathogens,kidney,U2815,NA,NA
U2816RK1,RNA_pathogens,kidney,U2816,NA,NA
U2817RK1,RNA_pathogens,kidney,U2817,NA,NA
U2818RK1,RNA_pathogens,kidney,U2818,NA,NA
U2819RK1,RNA_pathogens,kidney,U2819,NA,NA
U2820RK1,RNA_pathogens,kidney,U2820,NA,NA
U2821RK1,RNA_pathogens,kidney,U2821,NA,NA
U2822RK1,RNA_pathogens,kidney,U2822,NA,NA
U2823RK1,RNA_pathogens,kidney,U2823,NA,NA
U2824RK1,RNA_pathogens,kidney,U2824,NA,PBS
U2825RK1,RNA_pathogens,kidney,U2825,NA,PBS
U2826RK1,RNA_pathogens,kidney,U2826,NA,PBS
U2827RK1,RNA_pathogens,kidney,U2827,NA,PBS
U2828RK1,RNA_pathogens,kidney,U2828,NA,PBS
U2829RK1,RNA_pathogens,kidney,U2829,NA,PBS
U2830RK1,RNA_pathogens,kidney,U2830,NA,PBS
U2831RK1,RNA_pathogens,kidney,U2831,NA,PBS
U2832RK1,RNA_pathogens,kidney,U2832,NA,PBS
U2833RK1,RNA_pathogens,kidney,U2833,NA,PBS
U2834RK1,RNA_pathogens,kidney,U2834,NA,PBS
U2835RK1,RNA_pathogens,kidney,U2835,NA,PBS
U2836RK1,RNA_pathogens,kidney,U2836,NA,PBS
U2837RK1,RNA_pathogens,kidney,U2837,NA,PBS
U2838RK1,RNA_pathogens,kidney,U2838,NA,PBS
U2839RK1,RNA_pathogens,kidney,U2839,NA,PBS
U2840RK1,RNA_pathogens,kidney,U2840,NA,PBS
U2841RK1,RNA_pathogens,kidney,U2841,NA,PBS
U2842RK1,RNA_pathogens,kidney,U2842,NA,PBS
U2843RK1,RNA_pathogens,kidney,U2843,NA,PBS
U2844RK1,RNA_pathogens,kidney,U2844,NA,PBS
U2845RK1,RNA_pathogens,kidney,U2845,NA,PBS
U2846RK1,RNA_pathogens,kidney,U2846,NA,PBS
U2847RK1,RNA_pathogens,kidney,U2847,NA,PBS
U2848RK1,RNA_pathogens,kidney,U2848,NA,PBS
U2849RK1,RNA_pathogens,kidney,U2849,NA,PBS
U2850RK1,RNA_pathogens,kidney,U2850,NA,PBS
U2851RK1,RNA_pathogens,kidney,U2851,NA,PBS
U2852RK1,RNA_pathogens,kidney,U2852,NA,PBS
U2853RK1,RNA_pathogens,kidney,U2853,NA,PBS
U2854RK1,RNA_pathogens,kidney,U2854,NA,PBS
U2855RK1,RNA_pathogens,kidney,U2855,NA,PBS
U2856RK1,RNA_pathogens,kidney,U2856,NA,PBS
U2857RK1,RNA_pathogens,kidney,U2857,NA,PBS
U2858RK1,RNA_pathogens,kidney,U2858,NA,PBS
U2859RK1,RNA_pathogens,kidney,U2859,NA,PBS
U2860RK1,RNA_pathogens,kidney,U2860,NA,PBS
U2861RK1,RNA_pathogens,kidney,U2861,NA,PBS
U2862RK1,RNA_pathogens,kidney,U2862,NA,PBS
U2863RK1,RNA_pathogens,kidney,U2863,NA,PBS
U2864RK1,RNA_pathogens,kidney,U2864,NA,PBS
U2865RK1,RNA_pathogens,kidney,U2865,NA,PBS
U2866RK1,RNA_pathogens,kidney,U2866,NA,PBS
U2867RK1,RNA_pathogens,kidney,U2867,NA,PBS
U2868RK1,RNA_pathogens,kidney,U2868,NA,PBS
U2869RK1,RNA_pathogens,kidney,U2869,NA,PBS
U2870RK1,RNA_pathogens,kidney,U2870,NA,PBS
U2871RK1,RNA_pathogens,kidney,U2871,NA,PBS
U2872RK1,RNA_pathogens,kidney,U2872,NA,PBS
U2873RK1,RNA_pathogens,kidney,U2873,NA,PBS
U2874RK1,RNA_pathogens,kidney,U2874,NA,PBS
U2875RK1,RNA_pathogens,kidney,U2875,NA,PBS
U2876RK1,RNA_pathogens,kidney,U2876,NA,PBS
U2877RK1,RNA_pathogens,kidney,U2877,NA,PBS
U2878RK1,RNA_pathogens,kidney,U2878,NA,PBS
U2879RK1,RNA_pathogens,kidney,U2879,NA,PBS
U2880RK1,RNA_pathogens,kidney,U2880,NA,PBS
U2881RK1,RNA_pathogens,kidney,U2881,NA,PBS
U2882RK1,RNA_pathogens,kidney,U2882,NA,PBS
U2883RK1,RNA_pathogens,kidney,U2883,NA,PBS
U2884RK1,RNA_pathogens,kidney,U2884,NA,PBS
U2885RK1,RNA_pathogens,kidney,U2885,NA,PBS
U2886RK1,RNA_pathogens,kidney,U2886,NA,PBS
U2887RK1,RNA_pathogens,kidney,U2887,NA,PBS
U2888RK1,RNA_pathogens,kidney,U2888,NA,PBS
U2889RK1,RNA_pathogens,kidney,U2889,NA,PBS
U2890RK1,RNA_pathogens,kidney,U2890,NA,PBS
U2891RK1,RNA_pathogens,kidney,U2891,NA,PBS
U2892RK1,RNA_pathogens,kidney,U2892,NA,PBS
U2893RK1,RNA_pathogens,kidney,U2893,NA,PBS
U2894RK1,RNA_pathogens,kidney,U2894,NA,PBS
U2895RK1,RNA_pathogens,kidney,U2895,NA,PBS
U2896RK1,RNA_pathogens,kidney,U2896,NA,PBS
U2897RK1,RNA_pathogens,kidney,U2897,NA,PBS
U2898RK1,RNA_pathogens,kidney,U2898,NA,PBS
U2899RK1,RNA_pathogens,kidney,U2899,NA,NA
U2900RK1,RNA_pathogens,kidney,U2900,NA,NA
U2901RK1,RNA_pathogens,kidney,U2901,NA,NA
U2902RK1,RNA_pathogens,kidney,U2902,NA,NA
U2903RK1,RNA_pathogens,kidney,U2903,NA,NA
U2904RK1,RNA_pathogens,kidney,U2904,NA,PBS
U2905RK1,RNA_pathogens,kidney,U2905,NA,PBS
U2906RK1,RNA_pathogens,kidney,U2906,NA,PBS
U2907RK1,RNA_pathogens,kidney,U2907,NA,PBS
U2908RK1,RNA_pathogens,kidney,U2908,NA,PBS
U2909RK1,RNA_pathogens,kidney,U2909,NA,PBS
U2910RK1,RNA_pathogens,kidney,U2910,NA,PBS
U2911RK1,RNA_pathogens,kidney,U2911,NA,PBS
U2912RK1,RNA_pathogens,kidney,U2912,NA,PBS
U2913RK1,RNA_pathogens,kidney,U2913,NA,PBS
U2914RK1,RNA_pathogens,kidney,U2914,NA,PBS
U2915RK1,RNA_pathogens,kidney,U2915,NA,PBS
U2916RK1,RNA_pathogens,kidney,U2916,NA,PBS
U2917RK1,RNA_pathogens,kidney,U2917,NA,PBS
U2918RK1,RNA_pathogens,kidney,U2918,NA,PBS
U2919RK1,RNA_pathogens,kidney,U2919,NA,PBS
U2920RK1,RNA_pathogens,kidney,U2920,NA,PBS
U2921RK1,RNA_pathogens,kidney,U2921,NA,PBS
U2922RK1,RNA_pathogens,kidney,U2922,NA,PBS
U2923RK1,RNA_pathogens,kidney,U2923,NA,PBS
U2924RK1,RNA_pathogens,kidney,U2924,NA,PBS
U2925RK1,RNA_pathogens,kidney,U2925,NA,PBS
U2926RK1,RNA_pathogens,kidney,U2926,NA,PBS
U2927RK1,RNA_pathogens,kidney,U2927,NA,PBS
U2928RK1,RNA_pathogens,kidney,U2928,NA,PBS
U2929RK1,RNA_pathogens,kidney,U2929,NA,PBS
U2930RK1,RNA_pathogens,kidney,U2930,NA,PBS
U2931RK1,RNA_pathogens,kidney,U2931,NA,PBS
U2932RK1,RNA_pathogens,kidney,U2932,NA,PBS
U2933RK1,RNA_pathogens,kidney,U2933,NA,PBS
U2934RK1,RNA_pathogens,kidney,U2934,NA,PBS
U2935RK1,RNA_pathogens,kidney,U2935,NA,NA
U2936RK1,RNA_pathogens,kidney,U2936,NA,NA
U2937RK1,RNA_pathogens,kidney,U2937,NA,NA
U2938RK1,RNA_pathogens,kidney,U2938,NA,NA
U2939RK1,RNA_pathogens,kidney,U2939,NA,NA
U2940RK1,RNA_pathogens,kidney,U2940,NA,NA
U2941RK1,RNA_pathogens,kidney,U2941,NA,NA
U2942RK1,RNA_pathogens,kidney,U2942,NA,NA
U2943RK1,RNA_pathogens,kidney,U2943,NA,NA
U2944RK1,RNA_pathogens,kidney,U2944,NA,NA
U2945RK1,RNA_pathogens,kidney,U2945,NA,NA
U2946RK1,RNA_pathogens,kidney,U2946,NA,NA
U2947RK1,RNA_pathogens,kidney,U2947,NA,NA
U2948RK1,RNA_pathogens,kidney,U2948,NA,NA
U2949RK1,RNA_pathogens,kidney,U2949,NA,NA
U2950RK1,RNA_pathogens,kidney,U2950,NA,NA
U2951RK1,RNA_pathogens,kidney,U2951,NA,NA
U2952RK1,RNA_pathogens,kidney,U2952,NA,NA
U2953RK1,RNA_pathogens,kidney,U2953,NA,NA
U2954RK1,RNA_pathogens,kidney,U2954,NA,NA
U2955RK1,RNA_pathogens,kidney,U2955,NA,NA
U2956RK1,RNA_pathogens,kidney,U2956,NA,NA
U2957RK1,RNA_pathogens,kidney,U2957,NA,NA
U2958RK1,RNA_pathogens,kidney,U2958,NA,NA
U2959RK1,RNA_pathogens,kidney,U2959,NA,NA
U2960RK1,RNA_pathogens,kidney,U2960,NA,NA
U2961RK1,RNA_pathogens,kidney,U2961,NA,NA
U2962RK1,RNA_pathogens,kidney,U2962,NA,NA
U2963RK1,RNA_pathogens,kidney,U2963,NA,NA
U2964RK1,RNA_pathogens,kidney,U2964,NA,NA
U2965RK1,RNA_pathogens,kidney,U2965,NA,NA
U2966RK1,RNA_pathogens,kidney,U2966,NA,NA
U2967RK1,RNA_pathogens,kidney,U2967,NA,NA
U2968RK1,RNA_pathogens,kidney,U2968,NA,NA
U2969RK1,RNA_pathogens,kidney,U2969,NA,NA
U2970RK1,RNA_pathogens,kidney,U2970,NA,NA
U2971RK1,RNA_pathogens,kidney,U2971,NA,NA
U2972RK1,RNA_pathogens,kidney,U2972,NA,NA
U2973RK1,RNA_pathogens,kidney,U2973,NA,NA
U2974RK1,RNA_pathogens,kidney,U2974,NA,NA
U2975RK1,RNA_pathogens,kidney,U2975,NA,NA
U2976RK1,RNA_pathogens,kidney,U2976,NA,NA
U2977RK1,RNA_pathogens,kidney,U2977,NA,NA
U2978RK1,RNA_pathogens,kidney,U2978,NA,NA
U2979RK1,RNA_pathogens,kidney,U2979,NA,NA
U2981RK1,RNA_pathogens,kidney,U2981,NA,NA
U2982RK1,RNA_pathogens,kidney,U2982,NA,NA
U2983RK1,RNA_pathogens,kidney,U2983,NA,NA
U2984RK1,RNA_pathogens,kidney,U2984,NA,NA
U2985RK1,RNA_pathogens,kidney,U2985,NA,NA
U2986RK1,RNA_pathogens,kidney,U2986,NA,NA
U2987RK1,RNA_pathogens,kidney,U2987,NA,NA
U2988RK1,RNA_pathogens,kidney,U2988,NA,NA
U2989RK1,RNA_pathogens,kidney,U2989,NA,NA
U2990RK1,RNA_pathogens,kidney,U2990,NA,NA
U2991RK1,RNA_pathogens,kidney,U2991,NA,NA
U2992RK1,RNA_pathogens,kidney,U2992,NA,NA
U2993RK1,RNA_pathogens,kidney,U2993,NA,NA
U2994RK1,RNA_pathogens,kidney,U2994,NA,NA
U2995RK1,RNA_pathogens,kidney,U2995,NA,NA
U2996RK1,RNA_pathogens,kidney,U2996,NA,NA
U2997RK1,RNA_pathogens,kidney,U2997,NA,NA
U2998RK1,RNA_pathogens,kidney,U2998,NA,NA
U2999RK1,RNA_pathogens,kidney,U2999,NA,NA
U3000RK1,RNA_pathogens,kidney,U3000,NA,NA
U3001RK1,RNA_pathogens,kidney,U3001,NA,PBS
U3002RK1,RNA_pathogens,kidney,U3002,NA,PBS
U3003RK1,RNA_pathogens,kidney,U3003,NA,PBS
U3004RK1,RNA_pathogens,kidney,U3004,NA,PBS
U3005RK1,RNA_pathogens,kidney,U3005,NA,PBS
U3006RK1,RNA_pathogens,kidney,U3006,Heart & kidney switched in RNA tray,PBS
U3007RK1,RNA_pathogens,kidney,U3007,NA,PBS
U3008RK1,RNA_pathogens,kidney,U3008,NA,PBS
U3009RK1,RNA_pathogens,kidney,U3009,NA,PBS
U3010RK1,RNA_pathogens,kidney,U3010,NA,PBS
U3011RK1,RNA_pathogens,kidney,U3011,NA,PBS
U3012RK1,RNA_pathogens,kidney,U3012,NA,PBS
U3013RK1,RNA_pathogens,kidney,U3013,NA,PBS
U3014RK1,RNA_pathogens,kidney,U3014,NA,PBS
U3015RK1,RNA_pathogens,kidney,U3015,NA,PBS
U3016RK1,RNA_pathogens,kidney,U3016,NA,PBS
U3017RK1,RNA_pathogens,kidney,U3017,NA,PBS
U3018RK1,RNA_pathogens,kidney,U3018,NA,PBS
U3019RK1,RNA_pathogens,kidney,U3019,NA,PBS
U3020RK1,RNA_pathogens,kidney,U3020,NA,PBS
U3021RK1,RNA_pathogens,kidney,U3021,NA,PBS
U3022RK1,RNA_pathogens,kidney,U3022,NA,PBS
U3023RK1,RNA_pathogens,kidney,U3023,NA,PBS
U3024RK1,RNA_pathogens,kidney,U3024,NA,PBS
U3025RK1,RNA_pathogens,kidney,U3025,NA,NA
U3026RK1,RNA_pathogens,kidney,U3026,NA,NA
U3027RK1,RNA_pathogens,kidney,U3027,NA,NA
U3028RK1,RNA_pathogens,kidney,U3028,NA,NA
U3029RK1,RNA_pathogens,kidney,U3029,NA,NA
U3030RK1,RNA_pathogens,kidney,U3030,NA,NA
U3031RK1,RNA_pathogens,kidney,U3031,NA,NA
U3032RK1,RNA_pathogens,kidney,U3032,NA,NA
U3033RK1,RNA_pathogens,kidney,U3033,NA,NA
U3034RK1,RNA_pathogens,kidney,U3034,NA,NA
U3035RK1,RNA_pathogens,kidney,U3035,NA,NA
U3036RK1,RNA_pathogens,kidney,U3036,NA,NA
U3037RK1,RNA_pathogens,kidney,U3037,NA,NA
U3038RK1,RNA_pathogens,kidney,U3038,NA,NA
U3039RK1,RNA_pathogens,kidney,U3039,NA,NA
U3040RK1,RNA_pathogens,kidney,U3040,NA,NA
U3041RK1,RNA_pathogens,kidney,U3041,NA,NA
U3042RK1,RNA_pathogens,kidney,U3042,NA,NA
U3043RK1,RNA_pathogens,kidney,U3043,NA,NA
U3044RK1,RNA_pathogens,kidney,U3044,NA,NA
U3045RK1,RNA_pathogens,kidney,U3045,NA,NA
U3046RK1,RNA_pathogens,kidney,U3046,NA,NA
U3047RK1,RNA_pathogens,kidney,U3047,NA,NA
U3048RK1,RNA_pathogens,kidney,U3048,NA,NA
U3049RK1,RNA_pathogens,kidney,U3049,NA,NA
U3050RK1,RNA_pathogens,kidney,U3050,NA,NA
U3051RK1,RNA_pathogens,kidney,U3051,NA,NA
U3052RK1,RNA_pathogens,kidney,U3052,NA,NA
U3053RK1,RNA_pathogens,kidney,U3053,NA,NA
U3054RK1,RNA_pathogens,kidney,U3054,NA,NA
U3055RK1,RNA_pathogens,kidney,U3055,NA,NA
U3056RK1,RNA_pathogens,kidney,U3056,NA,NA
U3057RK1,RNA_pathogens,kidney,U3057,NA,NA
U3058RK1,RNA_pathogens,kidney,U3058,NA,NA
U3059RK1,RNA_pathogens,kidney,U3059,NA,NA
U3060RK1,RNA_pathogens,kidney,U3060,NA,NA
U3061RK1,RNA_pathogens,kidney,U3061,NA,NA
U3062RK1,RNA_pathogens,kidney,U3062,NA,NA
U3063RK1,RNA_pathogens,kidney,U3063,NA,NA
U3064RK1,RNA_pathogens,kidney,U3064,NA,NA
U3065RK1,RNA_pathogens,kidney,U3065,NA,NA
U3066RK1,RNA_pathogens,kidney,U3066,NA,NA
U3067RK1,RNA_pathogens,kidney,U3067,NA,NA
U3068RK1,RNA_pathogens,kidney,U3068,NA,NA
U3069RK1,RNA_pathogens,kidney,U3069,NA,NA
U3070RK1,RNA_pathogens,kidney,U3070,NA,NA
U3071RK1,RNA_pathogens,kidney,U3071,NA,NA
U3072RK1,RNA_pathogens,kidney,U3072,NA,NA
U3073RK1,RNA_pathogens,kidney,U3073,NA,NA
U3074RK1,RNA_pathogens,kidney,U3074,NA,NA
U3075RK1,RNA_pathogens,kidney,U3075,NA,NA
U3076RK1,RNA_pathogens,kidney,U3076,NA,NA
U3077RK1,RNA_pathogens,kidney,U3077,NA,NA
U3078RK1,RNA_pathogens,kidney,U3078,NA,NA
U3079RK1,RNA_pathogens,kidney,U3079,NA,NA
U3080RK1,RNA_pathogens,kidney,U3080,NA,NA
U3081RK1,RNA_pathogens,kidney,U3081,NA,NA
U3082RK1,RNA_pathogens,kidney,U3082,NA,NA
U3083RK1,RNA_pathogens,kidney,U3083,NA,NA
U3084RK1,RNA_pathogens,kidney,U3084,NA,NA
U3085RK1,RNA_pathogens,kidney,U3085,NA,NA
U3086RK1,RNA_pathogens,kidney,U3086,NA,NA
U3087RK1,RNA_pathogens,kidney,U3087,NA,NA
U3088RK1,RNA_pathogens,kidney,U3088,NA,NA
U3089RK1,RNA_pathogens,kidney,U3089,NA,NA
U3090RK1,RNA_pathogens,kidney,U3090,NA,NA
U3091RK1,RNA_pathogens,kidney,U3091,NA,NA
U3092RK1,RNA_pathogens,kidney,U3092,NA,NA
U3093RK1,RNA_pathogens,kidney,U3093,NA,NA
U3094RK1,RNA_pathogens,kidney,U3094,NA,NA
U3095RK1,RNA_pathogens,kidney,U3095,NA,NA
U3096RK1,RNA_pathogens,kidney,U3096,NA,NA
U3097RK1,RNA_pathogens,kidney,U3097,NA,NA
U3098RK1,RNA_pathogens,kidney,U3098,NA,NA
U3099RK1,RNA_pathogens,kidney,U3099,NA,NA
U3100RK1,RNA_pathogens,kidney,U3100,NA,NA
U3101RK1,RNA_pathogens,kidney,U3101,NA,NA
U3102RK1,RNA_pathogens,kidney,U3102,NA,NA
U3103RK1,RNA_pathogens,kidney,U3103,NA,NA
U3104RK1,RNA_pathogens,kidney,U3104,NA,NA
U3108RK1,RNA_pathogens,kidney,U3108,NA,NA
U3109RK1,RNA_pathogens,kidney,U3109,NA,NA
U3110RK1,RNA_pathogens,kidney,U3110,NA,NA
U3111RK1,RNA_pathogens,kidney,U3111,NA,NA
U3112RK1,RNA_pathogens,kidney,U3112,NA,NA
U3113RK1,RNA_pathogens,kidney,U3113,NA,NA
U3114RK1,RNA_pathogens,kidney,U3114,NA,NA
U3115RK1,RNA_pathogens,kidney,U3115,NA,NA
U3116RK1,RNA_pathogens,kidney,U3116,NA,NA
U3117RK1,RNA_pathogens,kidney,U3117,NA,NA
