sample_id,sieve,fraction_proc,size_class,phylum,class,subclass,order,infraorder,family,genus,species,life_stage,sex,length,count,tot_count,abundance,lab_processor
QPK734,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Hyperiidae,Themisto,,,,4.05,5,5,0.201506518,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,2.2,28,28,1.128436501,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,2.3,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,3.8,19,19,0.765724768,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,2,2,2,0.080602607,Andrea Le
QPK734,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,3.65,2,2,0.080602607,Andrea Le
QPK734,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,M,<2,7,7,0.282109125,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,F,2.3,7,7,0.282109125,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,50,2500,100.753259,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,39,1950,78.58754203,Andrea Le
QPK734,250,0.02,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,3,150,6.045195541,Andrea Le
QPK734,250,0.02,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.5,4,200,8.060260721,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,11,550,22.16571698,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,11,550,22.16571698,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,12,600,24.18078216,Andrea Le
QPK734,250,0.02,1 to 2,Chaetognatha,Sagittoidea,,,,,,,,,<2,1,50,2.01506518,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,5,250,10.0753259,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C3,,<2,3,150,6.045195541,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,140,7000,282.1091252,Andrea Le
QPK734,250,0.02,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Crangonidae,,,larvae,,3,1,50,2.01506518,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,12,600,24.18078216,Andrea Le
QPK734,250,0.02,<1,,,,,,,Unknown,,egg,,<2,1,50,2.01506518,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,3,150,6.045195541,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,14,700,28.21091252,Andrea Le
QPK734,250,0.02,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,1 to 2,Mollusca,Gastropoda,,,,,,,veliger,,<2,7,350,14.10545626,Andrea Le
QPK734,250,0.02,1 to 2,Cnidaria,Hydrozoa,,,,,,,,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,<2,7,350,14.10545626,Andrea Le
QPK734,250,0.02,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,48,2400,96.72312865,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oithonidae,Oithona,,,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,<2,3,150,6.045195541,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,128,6400,257.9283431,Andrea Le
QPK734,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,3,150,6.045195541,Andrea Le
QPK734,250,0.02,<1,Annelida,Polychaeta,,,,,,,trochophore,,<2,1,50,2.01506518,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,32,1600,64.48208577,Andrea Le
QPK734,250,0.02,1 to 2,Annelida,Polychaeta,Sedentaria,Spionida,,Spionidae,,,nectochaete,,<2,2,100,4.03013036,Andrea Le
QPK734,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,M,<2,1,50,2.01506518,Andrea Le
QPK747,250,0.1,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,12,120,8.653850907,Jessica Schaub
QPK747,250,0.1,<1,Bryozoa,Gymnolaemata,,,,,,,cyphonaut,M,<2,7,70,5.048079696,Jessica Schaub
QPK747,250,0.1,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,181,1810,130.5289179,Jessica Schaub
QPK747,250,0.1,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,,M,<2,187,1870,134.8558433,Jessica Schaub
QPK747,250,0.1,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,26,260,18.7500103,Jessica Schaub
QPK747,250,0.1,<1,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,M,<2,56,560,40.38463757,Jessica Schaub
QPK747,250,0.1,<1,Ctenophora,Tentaculata,,Cydippida,,,,,,,<2,6,60,4.326925454,Jessica Schaub
QPK747,250,0.1,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,M,<2,108,1080,77.88465817,Jessica Schaub
QPK747,250,0.1,<1,Mollusca,Gastropoda,,,,,,,veliger,,<2,8,80,5.769233938,Jessica Schaub
QPK747,250,0.1,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,,,,,M,<2,4,40,2.884616969,Jessica Schaub
QPK747,250,0.1,<1,Echinodermata,Echnoidea,,,,,,,pluteus,,<2,2,20,1.442308485,Jessica Schaub
QPK747,250,0.1,<1,Annelida,Polychaeta,,,,,,,trochophore,M,<2,1,10,0.721154242,Jessica Schaub
QPK751,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,1,33,4.58,Andrea Le
QPK751,2000,1,>10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,Aequoreidae,Aequorea,victoria,,,20,1,1,0.14,Andrea Le
QPK751,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,5.4,2,2,0.27,Andrea Le
QPK751,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Annatiara,affinis,,,3.5,1,1,0.14,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,94,3133,430.55,Andrea Le
QPK751,250,0.03,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,10,333,45.8,Andrea Le
QPK751,250,0.03,<1,Bryozoa,,,,,,,,cyphonaut,,<2,2,67,9.16,Andrea Le
QPK751,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,2,67,9.16,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,82,2733,375.59,Andrea Le
QPK751,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,18,600,82.45,Andrea Le
QPK751,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,1,33,4.58,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,33,1100,151.15,Andrea Le
QPK751,2000,1,5 to 10,Ctenophora,,,,,,,,,,8,1,1,0.14,Andrea Le
QPK751,1000,1,2 to 5,Ctenophora,,,,,,,,,,4.2,1,1,0.14,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,4,133,18.32,Andrea Le
QPK751,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,1,1,0.14,Andrea Le
QPK751,250,0.03,<1,,,,,,,Unknown,,egg,,<2,4,133,18.32,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,10,333,45.8,Andrea Le
QPK751,250,0.03,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,4,133,18.32,Andrea Le
QPK751,250,0.03,<1,Cnidaria,Hydrozoa,,,,,,,,,<2,6,200,27.48,Andrea Le
QPK751,250,0.03,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,51,1700,233.6,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,144,4800,659.57,Andrea Le
QPK751,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,3,100,13.74,Andrea Le
