ufn,sample_id,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,comments,quality_level,quality_log
U53,S53SL1,2018-01-18,8,8,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U72,S72SL1,2018-01-18,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U49,S49SL1,2018-01-18,9,12,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U62,S62SL1,2018-01-18,16,15,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,LP,Cal C4 UNID missing posterior end,Raw,NA
U71,S71SL1,2018-01-18,13,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,2,1,0,0,0,0,LP,NA,Raw,NA
U50,S50SL1,2018-01-18,19,18,0,0,0,0,0,0,0,0,0,0,0,4,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U73,S73SL1,2018-01-18,19,19,1,0,1,0,0,0,0,0,0,0,0,2,3,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,LP,Cal C4 UNID missing posterior end,Raw,NA
U54,S54SL1,2018-01-18,12,13,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U63,S63SL1,2018-01-18,9,10,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U28,S28SL1,2018-01-18,6,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U51,S51SL1,2018-01-18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U48,S48SL1,2018-01-18,13,14,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U30,S30SL1,2018-01-18,14,14,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U40,S40SL1,2018-01-18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U47,S47SL1,2018-01-18,9,9,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U29,S29SL1,2018-01-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1000,NA,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U220,NA,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U219,NA,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U868,S868SL1,2018-01-22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U869,S869SL1,2018-01-22,35,33,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,13,4,3,2,0,0,0,0,1,0,1,0,0,LP,Cal C4 UNIDs missing posterior end,Raw,NA
U870,S870SL1,2018-01-22,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,2,2,1,0,0,1,0,0,2,0,0,0,LP,Cal C4 UNID missing posterior end,Raw,NA
U867,S867SL1,2018-01-22,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U866,S866SL1,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U881,S881SL1,2018-01-22,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U737,S737SL1,2018-01-22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U786,S786SL1,2018-01-22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U785,S785SL1,2018-01-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U736,S736SL1,2018-01-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U735,S735SL1,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U763,S763SL1,2018-01-22,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U738,S738SL1,2018-01-22,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U787,S787SL1,2018-01-22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U764,S764SL1,2018-01-22,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U762,S762SL1,2018-01-22,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U765,S765SL1,2018-01-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U594,S594SL1,2018-01-22,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U611,S611SL1,2018-01-22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U580,S580SL1,2018-01-22,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U633,S633SL1,2018-01-22,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U579,S579SL1,2018-01-22,24,24,1,0,0,0,0,0,0,0,0,0,0,0,1,12,8,1,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U595,S595SL1,2018-01-22,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U634,S634SL1,2018-01-22,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U631,S631SL1,2018-01-22,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,9,2,3,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U596,S596SL1,2018-01-22,16,17,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,4,0,2,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U632,S632SL1,2018-01-22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U612,S612SL1,2018-01-22,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U855,S855SL1,2018-01-23,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U934,S934SL1,2018-01-23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U931,S931SL1,2018-01-23,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,LP,NA,Raw,NA
U933,S933SL1,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U879,S879SL1,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U878,S878SL1,2018-01-23,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U917,S917SL1,2018-01-23,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U935,S935SL1,2018-01-23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U916,S916SL1,2018-01-23,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U932,S932SL1,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U854,S854SL1,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U945,S945SL1,2018-01-23,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U983,S983SL1,2018-01-23,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U944,S944SL1,2018-01-23,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U969,S969SL1,2018-01-23,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U957,S957SL1,2018-01-23,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U956,S956SL1,2018-01-23,13,12,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U982,S982SL1,2018-01-23,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U876,S876SL1,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U915,S915SL1,2018-01-23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U877,S877SL1,2018-01-23,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,1,0,0,0,0,0,LP,NA,Raw,NA
U908,S908SL1,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U907,S907SL1,2018-01-23,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U914,S914SL1,2018-01-23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U910,S910SL1,2018-01-23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U909,S909SL1,2018-01-23,25,24,0,0,0,1,0,0,0,0,0,0,0,0,5,6,5,0,3,2,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U891,S891SL1,2018-01-23,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U882,S882SL1,2018-01-23,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1,0,0,0,0,1,0,LP,Cal Mot UNID missing posterior end,Raw,NA
U883,S883SL1,2018-01-23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U884,S884SL1,2018-01-23,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,1,0,0,0,0,1,1,1,0,0,0,LP,NA,Raw,NA
U1005,S1005SL1,2018-01-24,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1014,S1014SL1,2018-01-24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1006,S1006SL1,2018-01-24,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1007,S1007SL1,2018-01-24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1013,S1013SL1,2018-01-24,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,3,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U947,S947SL1,2018-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1021,S1021SL1,2018-01-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U948,S948SL1,2018-01-24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U999,S999SL1,2018-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U991,S991SL1,2018-01-24,40,40,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,9,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U984,S984SL1,2018-01-24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U970,S970SL1,2018-01-24,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1173,S1173SL1,2018-01-24,8,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1157,S1157SL1,2018-01-24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1155,NA,2018-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U1164,S1164SL1,2018-01-24,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,7,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1191,S1191SL1,2018-01-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1156,S1156SL1,2018-01-24,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,PAL missing posterior end,Raw,NA
U1314,S1314SL1,2018-01-25,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1321,S1321SL1,2018-01-25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1304,S1304SL1,2018-01-25,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1293,S1293SL1,2018-01-25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1289,S1289SL1,2018-01-25,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1305,S1305SL1,2018-01-25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1290,S1290SL1,2018-01-25,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,2,2,1,0,0,0,0,0,0,1,0,0,LP,Cal C4 UNID missing posterior end,Raw,NA
U1322,S1322SL1,2018-01-25,8,10,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,LP,NA,Raw,NA
U1306,S1306SL1,2018-01-25,13,13,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,4,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1323,S1323SL1,2018-01-25,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1256,S1256SL1,2018-01-25,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1262,S1262SL1,2018-01-25,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1246,S1246SL1,2018-01-25,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,1,0,1,0,0,LP,NA,Raw,NA
U1257,S1257SL1,2018-01-25,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1261,S1261SL1,2018-01-25,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1228,S1228SL1,2018-01-25,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U1245,S1245SL1,2018-01-25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1244,S1244SL1,2018-01-25,17,18,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,1,0,0,0,0,2,1,0,0,0,0,0,LP,NA,Raw,NA
U1229,S1229SL1,2018-01-25,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1230,S1230SL1,2018-01-25,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1318,S1318SL1,2018-01-25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1298,S1298SL1,2018-01-25,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1240,S1240SL1,2018-01-25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1277,S1277SL1,2018-01-25,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1168,S1168SL1,2018-01-25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1169,S1169SL1,2018-01-25,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,LP,Cal C4 UNID missing posterior end,Raw,NA
U1160,S1160SL1,2018-01-25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1193,S1193SL1,2018-01-25,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U128,S128SL1,2018-01-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U235,S235SL1,2018-01-29,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U233,S233SL1,2018-01-29,10,11,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,LP,NA,Raw,NA
U210,S210SL1,2018-01-29,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,4,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U218,S218SL1,2018-01-29,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U217,S217SL1,2018-01-29,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U241,S241SL1,2018-01-29,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U234,S234SL1,2018-01-29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U216,S216SL1,2018-01-29,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,LP,NA,Raw,NA
U749,S749SL1,2018-01-29,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U1184,S1184SL1,2018-01-29,8,7,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U750,S750SL1,2018-01-29,10,12,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1117,S1117SL1,2018-01-29,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1381,S1381SL1,2018-01-29,10,11,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1371,S1371SL1,2018-01-29,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,0,1,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U1382,S1382SL1,2018-01-29,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1185,S1185SL1,2018-01-29,11,11,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1118,S1118SL1,2018-01-29,12,11,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U243,S243SL1,2018-01-29,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U244,S244SL1,2018-01-29,10,12,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,2,0,0,1,0,0,0,LP,NA,Raw,NA
U242,S242SL1,2018-01-29,21,18,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,1,0,1,0,0,0,1,0,1,1,0,0,0,LP,NA,Raw,NA
U312,S312SL1,2018-01-30,11,11,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U292,S292SL1,2018-01-30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U302,S302SL1,2018-01-30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U295,S295SL1,2018-01-30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U294,S294SL1,2018-01-30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U293,S293SL1,2018-01-30,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
